iter	Logloss
189	0.3172139597
190	0.3165706653
191	0.3158339158
192	0.3149214286
193	0.314040097
194	0.313014723
195	0.3120221755
196	0.3110144831
197	0.3100189351
198	0.3090214383
199	0.308310484
200	0.3071035439
201	0.3062624466
202	0.305592437
203	0.3043491494
204	0.303596919
205	0.3029234785
206	0.3023775762
207	0.3016556447
208	0.3010199406
209	0.3001413504
210	0.2991599908
211	0.2985212021
212	0.297893359
213	0.2974866406
214	0.2969539898
215	0.2964802402
216	0.2954105737
217	0.2946238389
218	0.293922179
219	0.2931246016
220	0.292294714
221	0.2915257072
222	0.2909612181
223	0.2902194959
224	0.2893179561
225	0.2886215097
226	0.2881158447
227	0.2876079439
228	0.2867193103
229	0.2856738587
230	0.2848955141
231	0.2843452301
232	0.2835548092
233	0.2828269292
234	0.2821197114
235	0.2815298401
236	0.2807669135
237	0.2799431278
238	0.2795541761
239	0.2791201633
240	0.2784693795
241	0.278060732
242	0.2776308782
243	0.2771222344
244	0.2767802452
245	0.276236266
246	0.2758239008
247	0.2752939616
248	0.2748002472
249	0.2742356878
250	0.273757803
251	0.2734530081
252	0.2725933439
253	0.2719241999
254	0.2712126678
255	0.2706445055
256	0.2702428929
257	0.2697709279
258	0.2691650757
259	0.2684624888
260	0.2678748532
261	0.2673332563
262	0.26685236
263	0.2663025688
264	0.2657450334
265	0.2649287376
266	0.2643010023
267	0.2637394207
268	0.2632070884
269	0.262588497
270	0.2619552078
271	0.2616630976
272	0.2610072526
273	0.2606510107
274	0.2601791061
275	0.2593233882
276	0.2589547585
277	0.2585656039
278	0.2581299657
279	0.2575646011
280	0.2569932898
281	0.2567174979
282	0.2560715458
283	0.2558392647
284	0.2554250189
285	0.2547650951
286	0.2541991912
287	0.2533257057
288	0.2531944963
289	0.2527117353
290	0.2521863013
291	0.251823545
292	0.2512391534
293	0.250718185
294	0.2503309834
295	0.2497281197
296	0.2491086064
297	0.2486931229
298	0.2481321626
299	0.2476410361
300	0.2470438273
301	0.2464058132
302	0.2459210212
303	0.2454224266
304	0.2450966855
305	0.2448048087
306	0.2445301663
307	0.2441273586
308	0.2436891997
309	0.2431299231
310	0.2426700543
311	0.2422084136
312	0.2417869014
313	0.2415912537
314	0.241002994
315	0.2404538744
316	0.2400260536
317	0.2395605843
318	0.2393425886
319	0.238823673
320	0.238167091
321	0.2375476835
322	0.2369517212
323	0.2366466324
324	0.2359793839
325	0.2355513563
326	0.2350498641
327	0.2347931249
328	0.234433459
329	0.233996137
330	0.2335299338
331	0.2329417126
332	0.2325337507
333	0.2321400069
334	0.2319019118
335	0.2315163266
336	0.2310957651
337	0.230794688
338	0.2305590444
339	0.2300042948
340	0.2293846459
341	0.2289814266
342	0.2283806049
343	0.2277896869
344	0.2275539622
345	0.2270781935
346	0.2266412573
347	0.2262239268
348	0.2259885444
349	0.2255876262
350	0.2250609121
351	0.2249509942
352	0.2244705145
353	0.224028434
354	0.223666108
355	0.2233900658
356	0.2229844564
357	0.2227003456
358	0.2220820738
359	0.221616097
360	0.2212697787
361	0.2209357968
362	0.2208385665
363	0.2203843554
364	0.2199325176
365	0.2195851763
366	0.2191327241
367	0.2187788803
368	0.2182519377
369	0.2177990947
370	0.2173157708
371	0.217065916
372	0.2167679423
373	0.2165488376
374	0.2161255288
375	0.215793203
376	0.2153395152
377	0.2153036772
378	0.214776879
379	0.2144841188
380	0.2142406084
381	0.2138867299
382	0.2135560156
383	0.2131393104
384	0.2125397866
385	0.2122136943
386	0.2117418402
387	0.2111468721
388	0.210663931
389	0.2101899974
390	0.2098132773
391	0.2094940556
392	0.20906334
393	0.2084621483
394	0.2082456909
395	0.2080245117
396	0.2076893803
397	0.207356632
398	0.2068844989
399	0.206557536
400	0.2062818232
401	0.2059073557
402	0.2055817343
403	0.205394921
404	0.2049279886
405	0.204486103
406	0.2040539322
407	0.2035071642
408	0.2031880523
409	0.2027391744
410	0.2023635484
411	0.2021688297
412	0.2017788689
413	0.2013606273
414	0.201002949
415	0.2007724794
416	0.2006041835
417	0.1999840944
418	0.1997446153
419	0.1994765507
420	0.1992183246
421	0.1988707776
422	0.1986042464
423	0.1983357406
424	0.1980402519
425	0.1976756931
426	0.1974025346
427	0.1971019086
428	0.196688473
429	0.1964236028
430	0.1960943299
431	0.1960374626
432	0.1959013632
433	0.1955414916
434	0.1951229691
435	0.1947425174
436	0.1943244697
437	0.1939479958
438	0.1937768073
439	0.1935286314
440	0.1933369617
441	0.1929691085
442	0.1925352787
443	0.1924525109
444	0.1921924407
445	0.1919607077
446	0.1915558849
447	0.1913192213
448	0.1908854657
449	0.1906076952
450	0.1904008576
451	0.1900881158
452	0.1896961764
453	0.1892780763
454	0.1889065113
455	0.1885635516
456	0.1883073585
457	0.1879629485
458	0.1875404738
459	0.1872253121
460	0.1869175464
461	0.1865784845
462	0.1862715221
463	0.1860791618
464	0.1857238083
465	0.1855745009
466	0.185310987
467	0.1849825115
468	0.1848320654
469	0.184798858
470	0.1844473597
471	0.1840978905
472	0.1837963158
473	0.1835753829
474	0.1834221836
475	0.1832013239
476	0.1828621473
477	0.1825622197
478	0.1823153407
479	0.1820993572
480	0.1818677785
481	0.1814159467
482	0.1812573844
483	0.1809987329
484	0.1807179016
485	0.180414925
486	0.1801654452
487	0.1798566159
488	0.1794336248
489	0.1792401743
490	0.1791141755
491	0.1788493083
492	0.1786069454
493	0.1784173671
494	0.1782046759
495	0.177820081
496	0.1774689488
497	0.1774011005
498	0.1772180642
499	0.1769858554
500	0.1767600176
501	0.1765173045
502	0.1761935776
503	0.1757643282
504	0.1755465096
505	0.1753321357
506	0.1751846159
507	0.1749299987
508	0.174853314
509	0.1745218657
510	0.1741801664
511	0.1738824914
512	0.1736313139
513	0.1734827257
514	0.1731936566
515	0.1728192563
516	0.1727774598
517	0.1725391174
518	0.1724639651
519	0.1721974052
520	0.171919518
521	0.1715694958
522	0.171084407
523	0.1708141273
524	0.1704503946
525	0.1702056287
526	0.1700763534
527	0.1698613315
528	0.16967204
529	0.169271571
530	0.169120844
531	0.1689290456
532	0.1687509727
533	0.168423622
534	0.1681832308
535	0.1677735208
536	0.1675520745
537	0.1672998602
538	0.1670838669
539	0.1669243084
540	0.1667246947
541	0.1666048651
542	0.1663052709
543	0.1662664997
544	0.1660094934
545	0.1659113411
546	0.1655571114
547	0.1653507458
548	0.1651487143
549	0.1648880248
550	0.1646123041
551	0.1643114397
552	0.1641361575
553	0.1639258505
554	0.16375171
555	0.1636262672
556	0.1633782268
557	0.1631191895
558	0.1629336751
559	0.1627273302
560	0.1625827704
561	0.1624104106
562	0.1621316904
563	0.1619252624
564	0.1618388817
565	0.16161248
566	0.1612466539
567	0.1611436383
568	0.1608910383
569	0.1606912969
570	0.1605042293
571	0.1603076399
572	0.160174818
573	0.1599560378
574	0.1597150866
575	0.1594776444
576	0.1592046235
577	0.1589987446
578	0.158755433
579	0.1586249656
580	0.158384332
581	0.1580986017
582	0.1578704895
583	0.1576120191
584	0.1573727299
585	0.1572392996
586	0.1569656327
587	0.1566284831
588	0.1563862894
589	0.1561179032
590	0.1559390873
591	0.1555518599
592	0.1552737828
593	0.1550535414
594	0.1547924711
595	0.1544911733
596	0.1542760228
597	0.1541708634
598	0.1539736467
599	0.1538076549
600	0.1535092845
601	0.153410136
602	0.1532177529
603	0.1530551287
604	0.1527507325
605	0.1525684135
606	0.1524508939
607	0.1521759864
608	0.1518407076
609	0.1517481725
610	0.1515083026
611	0.1514288449
612	0.1512756872
613	0.1510073466
614	0.1508288542
615	0.150715543
616	0.1505681885
617	0.1503607881
618	0.1502326494
619	0.1499940627
620	0.1498286279
621	0.149615545
622	0.1495101363
623	0.1493482253
624	0.1490921757
625	0.148899385
626	0.1486124725
627	0.1484424464
628	0.1483351977
629	0.1480610529
630	0.1477390117
631	0.1476301553
632	0.1475427368
633	0.1474429819
634	0.147228053
635	0.1470533743
636	0.1469636933
637	0.1466800365
638	0.1465212141
639	0.1463389664
640	0.1462707084
641	0.1461571994
642	0.1458700099
643	0.1457880384
644	0.1456560861
645	0.1456373401
646	0.1454822285
647	0.1453391289
648	0.1449922081
649	0.1448334312
650	0.1446008761
651	0.1443409188
652	0.144162648
653	0.1439880731
654	0.1436979048
655	0.1434823596
656	0.1434185406
657	0.143259183
658	0.1429806567
659	0.142751116
660	0.1425118209
661	0.1422953388
662	0.142104134
663	0.141885524
664	0.141665618
665	0.1415019391
666	0.1413514664
667	0.1411656196
668	0.1409244666
669	0.1407756875
670	0.1406489378
671	0.1404145803
672	0.1402404199
673	0.1399669311
674	0.139680528
675	0.1394357028
676	0.1393458062
677	0.1391385532
678	0.1390455392
679	0.1388207362
680	0.1386987144
681	0.1384951356
682	0.1382656355
683	0.1381146769
684	0.1378878508
685	0.1376585792
686	0.1373940751
687	0.1372387548
688	0.1369395662
689	0.1367009557
690	0.1363925677
691	0.1361643585
692	0.1359707943
693	0.135873292
694	0.1356019756
695	0.1354679003
696	0.1352793557
697	0.1351921786
698	0.1350464791
699	0.1348443902
700	0.1346255091
701	0.134450675
702	0.1343287709
703	0.1341699436
704	0.1339160229
705	0.133737944
706	0.1336705269
707	0.1334530367
708	0.1332406661
709	0.1330828667
710	0.1329002509
711	0.1328194735
712	0.1326038699
713	0.1324116481
714	0.1322205512
715	0.1320467737
716	0.1318833492
717	0.1317520171
718	0.1315228326
719	0.1313614865
720	0.1312729462
721	0.1311727827
722	0.1309414929
723	0.1307572755
724	0.1306426466
725	0.1304873164
726	0.1303616886
727	0.1302000309
728	0.1300506612
729	0.1298453086
730	0.1296590483
731	0.1294952379
732	0.129337755
733	0.129231449
734	0.1289827675
735	0.1287519427
736	0.1286041252
737	0.1284341575
738	0.1281971991
739	0.1281004773
740	0.1277975423
741	0.1277182152
742	0.1274974138
743	0.1273845409
744	0.1271706241
745	0.1269786585
746	0.1268035159
747	0.1266840652
748	0.1265903528
749	0.1264778618
750	0.1263337561
751	0.1261572808
752	0.1258773091
753	0.1258412862
754	0.1256253225
755	0.1254857526
756	0.1254026316
757	0.1252446818
758	0.124989659
759	0.1247551075
760	0.1245989245
761	0.1244911722
762	0.1243520268
763	0.1242349395
764	0.1240738398
765	0.1240033243
766	0.1238415024
767	0.1236361221
768	0.1233930073
769	0.1232421091
770	0.1230752676
771	0.1229708937
772	0.1227906819
773	0.1225971394
774	0.122378562
775	0.1222240737
776	0.1220990276
777	0.1219935655
778	0.1218858735
779	0.1216709564
780	0.1216201248
781	0.1214475355
782	0.121253717
783	0.1211452326
784	0.1210097594
785	0.1209087115
786	0.1207177679
787	0.120450837
788	0.120239057
789	0.1201071057
790	0.120000025
791	0.1198749186
792	0.1197361362
793	0.1195730906
794	0.1194289631
795	0.1192658818
796	0.1191237378
797	0.1190083502
798	0.1188577715
799	0.1187965385
800	0.1186039913
801	0.1185007184
802	0.1183944332
803	0.1182211573
804	0.1180157711
805	0.1178216014
806	0.1178146447
807	0.1177580416
808	0.1175739399
809	0.1174202816
810	0.1173697705
811	0.1172175299
812	0.1171046035
813	0.1169667748
814	0.116820649
815	0.1167505144
816	0.116568321
817	0.1163971563
818	0.116248016
819	0.1160288787
820	0.1157621417
821	0.115593744
822	0.1153835637
823	0.115276582
824	0.1151218958
825	0.1149630012
826	0.1149009075
827	0.1146890019
828	0.1145186029
829	0.1144491983
830	0.1141878985
831	0.1140785049
832	0.1139075242
833	0.1138091641
834	0.113644961
835	0.1135328578
836	0.1132978117
837	0.1132915594
838	0.113165893
839	0.1130470458
840	0.1129093111
841	0.112806061
842	0.1127215688
843	0.1125767577
844	0.1124351035
845	0.1123002149
846	0.112158254
847	0.1118747634
848	0.111733486
849	0.1115611965
850	0.1114233411
851	0.1113136586
852	0.1112223354
853	0.1110999841
854	0.1109940669
855	0.1108981594
856	0.1107751759
857	0.1106856008
858	0.1105489513
859	0.1104069221
860	0.1103041301
861	0.110217599
862	0.1100283728
863	0.1098577561
864	0.1097828897
865	0.1096605414
866	0.1094548762
867	0.1093702633
868	0.1092260873
869	0.1091319674
870	0.1089584521
871	0.108832299
872	0.1087769008
873	0.1085890091
874	0.1083985285
875	0.1083034213
876	0.1081854694
877	0.1079786338
878	0.1079033034
879	0.1077904108
880	0.1076364606
881	0.1074645806
882	0.1074370853
883	0.1072224888
884	0.1071471426
885	0.1070008911
886	0.1068966646
887	0.1067629316
888	0.1065270169
889	0.1064394223
890	0.1063134601
891	0.1060798059
892	0.1059977395
893	0.1058317457
894	0.1056461977
895	0.1055489051
896	0.1053477966
897	0.1051938326
898	0.1050872773
899	0.1049581257
900	0.1047765912
901	0.1046694868
902	0.1046096913
903	0.1044404398
904	0.1042947304
905	0.1041123392
906	0.1039810121
907	0.1038936817
908	0.1038230732
909	0.1036287264
910	0.1034860908
911	0.103346975
912	0.1032240519
913	0.1031230179
914	0.1029789379
915	0.1028510377
916	0.1026556818
917	0.1024961561
918	0.1023464925
919	0.1021851553
920	0.1020381223
921	0.1019197658
922	0.1018388301
923	0.1017054097
924	0.1015665017
925	0.1013997442
926	0.1012473829
927	0.1011488616
928	0.1010746689
929	0.1009260836
930	0.1007660405
931	0.1006090146
932	0.1005165112
933	0.1004396504
934	0.1002930754
935	0.1002057311
936	0.1000843444
937	0.1000026173
938	0.09989280523
939	0.09980861676
940	0.0996832907
941	0.09959405685
942	0.09942023685
943	0.09930496394
944	0.09916808793
945	0.0990845514
946	0.09897754202
947	0.09882812183
948	0.09875020051
949	0.09860985902
950	0.09849111569
951	0.09836791264
952	0.09826798162
953	0.098163119
954	0.09806103627
955	0.09792617347
956	0.09780333843
957	0.09777908108
958	0.09767891658
959	0.09759559275
960	0.09741865451
961	0.09733380124
962	0.09718862708
963	0.09710173587
964	0.09700525846
965	0.09696625278
966	0.09691430127
967	0.09677751331
968	0.09668579141
969	0.09656068794
970	0.09641801569
971	0.09626424461
972	0.09621422222
973	0.0961101441
974	0.0959981487
975	0.09590755854
976	0.09574468403
977	0.09552780721
978	0.09544607317
979	0.09527131235
980	0.09519537257
981	0.09507953873
982	0.09491963208
983	0.0948207507
984	0.09465003113
985	0.09453383125
986	0.09433492091
987	0.0942068001
988	0.09410123706
989	0.09396776025
990	0.09387436942
991	0.0938407158
992	0.09369671889
993	0.0935670548
994	0.09345452518
995	0.09329944033
996	0.09320377809
997	0.0931232302
998	0.09306408657
999	0.09295782113
